time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.51,1,0.96,-0.14,-0.30,-14.73,-0.54,-1.51
0.59,1,0.97,-0.14,-0.30,-13.18,0.06,-1.67
0.59,1,0.97,-0.14,-0.30,-14.68,-0.10,-1.73
0.6,1,0.96,-0.14,-0.30,-13.06,-0.02,-1.64
0.6,1,0.96,-0.13,-0.30,-14.28,-0.56,-1.58
0.6,1,0.96,-0.14,-0.30,-13.34,-0.39,-1.61
0.6,1,0.96,-0.14,-0.30,-14.31,-1.03,-1.61
0.6,1,0.96,-0.14,-0.30,-13.54,-0.90,-1.44
0.6,1,0.97,-0.14,-0.30,-13.28,-0.95,-1.27
0.61,1,0.96,-0.15,-0.30,-14.43,-0.95,-1.29
0.61,1,0.96,-0.14,-0.30,-13.97,-0.68,-1.33
0.61,1,0.96,-0.14,-0.30,-14.37,-0.63,-1.41
0.61,1,0.96,-0.15,-0.30,-13.83,-0.82,-1.46
0.61,1,0.96,-0.14,-0.30,-13.98,-1.04,-1.31
0.62,1,0.96,-0.14,-0.32,-13.18,-0.70,-1.37
0.62,1,0.96,-0.14,-0.32,-14.42,-0.35,-1.58
0.62,1,0.95,-0.14,-0.30,-12.84,0.20,-1.86
0.62,1,0.96,-0.14,-0.30,-14.50,0.24,-1.78
0.62,1,0.96,-0.14,-0.31,-13.15,0.67,-2.00
0.63,1,0.95,-0.14,-0.30,-13.57,0.56,-1.96
0.63,1,0.96,-0.14,-0.31,-14.31,0.24,-1.84
0.63,1,0.96,-0.13,-0.30,-13.08,0.11,-1.95
0.63,1,0.96,-0.14,-0.30,-13.83,-0.08,-1.77
0.64,1,0.96,-0.14,-0.29,-12.98,0.18,-1.70
0.64,1,0.97,-0.14,-0.30,-14.49,0.10,-1.88
0.64,1,0.96,-0.14,-0.30,-13.29,0.34,-2.01
0.64,1,0.97,-0.14,-0.30,-14.31,-0.05,-1.82
0.65,1,0.96,-0.14,-0.30,-13.25,-0.11,-1.73
0.65,1,0.97,-0.14,-0.30,-14.27,-0.69,-1.60
0.65,1,0.96,-0.14,-0.31,-14.11,-0.50,-1.51
0.65,1,0.96,-0.14,-0.30,-13.04,-0.52,-1.64
0.66,1,0.96,-0.13,-0.29,-14.62,-0.53,-1.66
0.66,1,0.96,-0.14,-0.30,-12.98,-0.45,-1.51
0.66,1,0.96,-0.14,-0.30,-14.40,-0.63,-1.63
0.66,1,0.97,-0.14,-0.31,-13.22,-0.22,-1.58
0.66,1,0.97,-0.14,-0.31,-13.96,-0.33,-1.55
0.66,1,0.97,-0.14,-0.31,-13.76,-0.44,-1.64
0.67,1,0.96,-0.14,-0.30,-13.32,-0.71,-1.47
0.67,1,0.96,-0.13,-0.31,-14.24,-1.20,-1.18
0.67,1,0.95,-0.14,-0.30,-13.12,-1.02,-1.20
0.68,1,0.96,-0.14,-0.30,-14.65,-1.34,-1.31
0.68,1,0.96,-0.15,-0.31,-13.11,-0.58,-1.31
0.68,1,0.96,-0.14,-0.31,-14.76,-0.37,-1.43
0.68,1,0.96,-0.14,-0.31,-13.18,0.05,-1.56
0.68,1,0.96,-0.15,-0.31,-14.47,-0.45,-1.60
0.69,1,0.96,-0.14,-0.30,-13.00,-0.25,-1.71
0.69,1,0.96,-0.14,-0.31,-14.48,-0.21,-1.60
0.69,1,0.96,-0.14,-0.31,-13.46,0.19,-1.82
0.69,1,0.96,-0.14,-0.31,-14.22,0.39,-1.89
0.69,1,0.96,-0.14,-0.31,-13.82,0.36,-1.92
0.7,1,0.96,-0.14,-0.31,-13.30,0.38,-1.89
0.7,1,0.96,-0.14,-0.29,-14.55,-0.02,-1.75
0.7,1,0.97,-0.14,-0.30,-12.85,0.36,-1.90
0.7,1,0.96,-0.14,-0.30,-14.33,-0.06,-1.78
0.71,1,0.97,-0.14,-0.31,-13.59,0.17,-1.87
0.71,1,0.96,-0.14,-0.30,-13.55,-0.20,-1.75
0.71,1,0.96,-0.14,-0.30,-14.26,-0.49,-1.53
0.71,1,0.96,-0.14,-0.31,-13.35,-0.37,-1.64
0.71,1,0.96,-0.14,-0.30,-14.43,-0.57,-1.72
0.71,1,0.96,-0.14,-0.30,-13.67,-0.35,-1.69
0.72,1,0.96,-0.14,-0.31,-14.01,-0.52,-1.57
0.72,1,0.96,-0.14,-0.30,-13.86,-0.59,-1.59
0.72,1,0.96,-0.15,-0.30,-13.41,-0.47,-1.43
0.72,1,0.96,-0.14,-0.30,-14.31,-0.89,-1.45
0.72,1,0.96,-0.14,-0.31,-13.08,-0.53,-1.36
0.73,1,0.96,-0.15,-0.30,-14.18,-0.78,-1.70
0.73,1,0.96,-0.14,-0.31,-13.47,-0.29,-1.69
0.73,1,0.96,-0.14,-0.30,-13.96,-0.45,-1.44
0.73,1,0.96,-0.14,-0.30,-13.72,-0.79,-1.50
0.74,1,0.96,-0.14,-0.31,-13.40,-0.63,-1.44
0.74,1,0.96,-0.14,-0.31,-14.65,-0.83,-1.56
0.74,1,0.96,-0.14,-0.30,-13.11,-0.22,-1.57
0.74,1,0.96,-0.14,-0.30,-14.76,-0.53,-1.51
0.74,1,0.96,-0.14,-0.30,-13.24,-0.31,-1.64
0.74,1,0.96,-0.14,-0.31,-13.63,-0.25,-1.74
0.75,1,0.97,-0.14,-0.31,-14.10,-0.13,-1.85
0.75,1,0.96,-0.14,-0.30,-13.76,0.26,-1.95
0.75,1,0.96,-0.14,-0.30,-14.15,0.33,-1.81
0.75,1,0.96,-0.14,-0.30,-12.76,0.80,-1.86
0.76,1,0.96,-0.14,-0.30,-14.26,0.12,-1.79
0.76,1,0.96,-0.14,-0.31,-13.21,0.18,-1.98
0.76,1,0.96,-0.14,-0.31,-13.64,0.17,-1.77
0.76,1,0.96,-0.14,-0.29,-13.79,-0.03,-1.65
0.76,1,0.96,-0.14,-0.30,-13.90,0.06,-1.68
0.76,1,0.97,-0.14,-0.31,-14.45,-0.34,-1.70
0.77,1,0.97,-0.14,-0.30,-13.15,-0.15,-1.60
0.77,1,0.97,-0.14,-0.30,-14.26,-0.66,-1.63
0.77,1,0.97,-0.14,-0.30,-13.44,-0.28,-1.58
0.77,1,0.96,-0.14,-0.30,-14.27,-0.68,-1.66
0.77,1,0.96,-0.14,-0.31,-13.34,-0.59,-1.47
0.78,1,0.96,-0.14,-0.29,-14.47,-0.80,-1.52
0.78,1,0.96,-0.14,-0.30,-13.22,-0.65,-1.55
0.78,1,0.97,-0.14,-0.30,-14.41,-0.94,-1.34
0.78,1,0.95,-0.14,-0.30,-13.14,-0.43,-1.47
0.78,1,0.96,-0.14,-0.31,-13.96,-0.44,-1.73
0.79,1,0.96,-0.14,-0.30,-14.13,-0.44,-1.62
0.79,1,0.96,-0.14,-0.30,-13.69,-0.45,-1.62
0.79,1,0.97,-0.14,-0.30,-14.21,-0.73,-1.48
0.79,1,0.96,-0.14,-0.31,-13.46,-0.53,-1.59
0.79,1,0.96,-0.14,-0.31,-14.47,-0.64,-1.68
0.8,1,0.96,-0.14,-0.30,-13.09,-0.34,-1.52
0.8,1,0.97,-0.15,-0.31,-14.55,-0.25,-1.56
0.8,1,0.96,-0.15,-0.30,-13.49,-0.18,-1.69
0.8,1,0.97,-0.15,-0.31,-14.38,-0.31,-1.69
0.8,1,0.96,-0.14,-0.30,-13.23,0.16,-1.77
0.81,1,0.97,-0.14,-0.31,-14.27,-0.13,-1.62
0.81,1,0.96,-0.14,-0.31,-13.71,0.18,-1.79
0.81,1,0.96,-0.14,-0.30,-13.27,0.47,-2.04
0.81,1,0.96,-0.14,-0.31,-14.14,0.29,-1.95
0.81,1,0.97,-0.14,-0.30,-12.93,0.40,-1.88
0.81,1,0.97,-0.14,-0.29,-14.54,-0.19,-1.79
0.82,1,0.97,-0.14,-0.30,-12.99,-0.21,-1.80
0.82,1,0.96,-0.14,-0.31,-13.92,-0.02,-1.56
0.82,1,0.97,-0.14,-0.30,-14.27,-0.37,-1.54
0.83,1,0.96,-0.14,-0.31,-13.19,-0.40,-1.49
0.83,1,0.96,-0.14,-0.29,-14.31,-0.63,-1.56
0.83,1,0.96,-0.14,-0.30,-13.01,-0.28,-1.63
0.83,1,0.96,-0.14,-0.31,-14.59,-0.53,-1.65
0.83,1,0.97,-0.14,-0.31,-12.98,-0.54,-1.53
0.84,1,0.96,-0.14,-0.29,-14.49,-0.82,-1.44
0.84,1,0.96,-0.13,-0.30,-13.05,-0.76,-1.60
0.84,1,0.96,-0.14,-0.31,-14.73,-0.98,-1.44
0.84,1,0.96,-0.14,-0.31,-13.86,-0.77,-1.52
0.84,1,0.95,-0.14,-0.31,-13.73,-0.47,-1.50
0.85,1,0.96,-0.14,-0.30,-13.86,-0.27,-1.66
0.85,1,0.96,-0.14,-0.30,-13.73,-0.40,-1.64
0.85,1,0.96,-0.14,-0.30,-13.97,-0.39,-1.72
0.86,1,0.95,-0.14,-0.31,-13.16,-0.19,-1.79
0.86,1,0.96,-0.14,-0.31,-14.37,-0.46,-1.70
0.86,1,0.96,-0.14,-0.30,-12.96,-0.10,-1.48
0.86,1,0.96,-0.14,-0.29,-14.31,-0.35,-1.52
0.86,1,0.96,-0.14,-0.31,-13.15,-0.19,-1.60
0.86,1,0.96,-0.14,-0.30,-14.35,-0.30,-1.56
0.87,1,0.96,-0.14,-0.30,-13.69,0.02,-1.51
0.87,1,0.96,-0.14,-0.30,-14.05,0.02,-1.71
0.87,1,0.96,-0.14,-0.30,-13.91,0.18,-1.71
0.87,1,0.96,-0.14,-0.30,-14.12,0.20,-1.70
0.88,1,0.96,-0.14,-0.30,-14.09,0.06,-1.95
0.88,1,0.96,-0.14,-0.30,-13.23,0.18,-1.71
0.88,1,0.96,-0.14,-0.30,-14.33,-0.04,-1.79
0.88,1,0.96,-0.14,-0.31,-12.85,-0.11,-1.79
0.88,1,0.96,-0.14,-0.30,-14.34,-0.55,-1.78
