time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.52,1,-0.92,-0.04,0.14,-13.21,0.66,-1.74
0.52,1,-0.92,-0.04,0.16,-14.41,-1.24,-1.21
0.52,1,-0.93,-0.05,0.17,-13.14,-1.76,-0.98
0.53,1,-0.93,-0.04,0.18,-14.38,-1.35,-0.91
0.54,1,-0.93,-0.04,0.17,-13.82,0.07,-1.51
0.54,1,-0.92,-0.04,0.17,-13.64,1.11,-2.09
0.55,1,-0.93,-0.04,0.16,-13.54,0.92,-1.95
0.55,1,-0.93,-0.04,0.16,-13.89,-0.01,-1.66
0.56,1,-0.93,-0.04,0.15,-13.53,-0.60,-1.47
0.56,1,-0.92,-0.04,0.16,-13.15,-0.92,-1.23
0.56,1,-0.93,-0.04,0.17,-14.50,-1.30,-1.40
0.57,1,-0.92,-0.04,0.17,-13.43,-0.71,-1.40
0.57,1,-0.93,-0.03,0.16,-14.50,-0.08,-1.67
0.57,1,-0.93,-0.03,0.16,-13.63,0.98,-2.01
0.58,1,-0.92,-0.04,0.15,-14.37,1.40,-2.28
0.58,1,-0.92,-0.04,0.15,-14.76,0.69,-1.76
0.58,1,-0.92,-0.04,0.15,-13.63,-0.69,-1.34
0.58,1,-0.92,-0.04,0.14,-14.22,-2.47,-0.65
0.59,1,-0.92,-0.04,0.17,-14.20,-3.57,-0.46
0.59,1,-0.93,-0.03,0.18,-13.34,-2.40,-0.34
0.59,1,-0.93,-0.04,0.17,-15.01,-0.31,-1.40
0.59,1,-0.93,-0.03,0.17,-13.80,1.97,-2.27
0.59,1,-0.93,-0.04,0.17,-13.26,2.68,-2.72
0.59,1,-0.93,-0.04,0.17,-14.52,1.66,-2.25
0.6,1,-0.93,-0.04,0.15,-12.80,-0.34,-1.40
0.6,1,-0.92,-0.04,0.15,-14.63,-0.34,-1.58
0.6,1,-0.92,-0.04,0.16,-12.74,-0.37,-1.43
0.61,1,-0.92,-0.04,0.16,-13.93,-1.05,-1.36
0.61,1,-0.92,-0.04,0.17,-13.96,-1.04,-1.23
0.61,1,-0.93,-0.04,0.16,-13.21,-0.79,-1.26
0.61,1,-0.93,-0.04,0.17,-14.38,-0.88,-1.43
0.61,1,-0.92,-0.03,0.15,-13.05,0.02,-1.44
0.61,1,-0.92,-0.04,0.16,-14.51,0.09,-1.79
0.62,1,-0.92,-0.04,0.16,-12.99,0.19,-1.87
0.62,1,-0.92,-0.04,0.15,-14.41,-0.65,-1.48
0.62,1,-0.93,-0.04,0.16,-12.96,-0.93,-1.32
0.62,1,-0.93,-0.03,0.16,-14.22,-0.91,-1.25
0.62,1,-0.93,-0.04,0.17,-13.39,-0.44,-1.47
0.63,1,-0.92,-0.04,0.16,-14.19,0.14,-1.69
0.63,1,-0.92,-0.04,0.17,-13.97,0.85,-1.95
0.63,1,-0.93,-0.04,0.17,-13.46,1.81,-2.49
0.63,1,-0.93,-0.04,0.15,-14.39,1.91,-2.37
0.64,1,-0.93,-0.04,0.15,-13.27,1.02,-2.02
0.64,1,-0.92,-0.05,0.14,-14.50,-1.75,-1.01
0.64,1,-0.93,-0.04,0.15,-13.05,-3.11,-0.47
0.64,1,-0.93,-0.04,0.16,-14.24,-3.06,-0.50
0.64,1,-0.92,-0.04,0.18,-13.96,-1.92,-0.95
0.64,1,-0.93,-0.04,0.17,-13.63,-0.12,-1.47
0.65,1,-0.93,-0.04,0.16,-14.53,0.66,-2.02
0.65,1,-0.93,-0.03,0.17,-13.29,1.08,-2.12
0.65,1,-0.92,-0.04,0.16,-14.41,0.18,-1.85
0.65,1,-0.92,-0.04,0.16,-13.03,-0.11,-1.33
0.66,1,-0.92,-0.04,0.16,-14.41,-0.93,-1.25
0.66,1,-0.92,-0.03,0.16,-13.46,-0.98,-1.31
0.66,1,-0.93,-0.04,0.16,-14.89,-1.27,-1.13
0.66,1,-0.93,-0.03,0.17,-13.27,-0.28,-1.40
0.66,1,-0.92,-0.04,0.16,-14.66,0.22,-1.76
0.67,1,-0.93,-0.04,0.17,-12.75,1.20,-1.99
0.67,1,-0.93,-0.04,0.16,-14.33,2.06,-2.53
0.73,1,-0.92,-0.05,0.17,-14.53,3.02,-2.93
0.81,1,-0.93,-0.04,0.15,-13.69,4.82,-3.43
0.88,1,-0.93,-0.04,0.17,-15.12,10.09,-5.60
0.96,1,-0.94,-0.04,0.17,-14.00,23.71,-10.70
1.03,1,-0.93,-0.04,0.18,-17.49,44.90,-19.32
1.11,1,-0.93,-0.05,0.09,-22.24,54.40,-24.82
