time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.51,1,-0.05,-0.38,-0.82,-13.62,-0.18,-1.59
0.52,1,-0.05,-0.39,-0.81,-14.70,0.16,-1.84
0.52,1,-0.05,-0.38,-0.82,-14.40,0.17,-1.88
0.53,1,-0.05,-0.38,-0.83,-13.41,0.50,-1.84
0.54,1,-0.05,-0.38,-0.82,-13.59,0.77,-1.68
0.55,1,-0.05,-0.38,-0.81,-13.98,0.21,-1.57
0.56,1,-0.04,-0.38,-0.82,-14.44,0.05,-1.47
0.56,1,-0.05,-0.38,-0.82,-14.40,-0.34,-1.42
0.57,1,-0.05,-0.38,-0.82,-13.52,-0.47,-1.42
0.57,1,-0.05,-0.38,-0.82,-13.23,-0.49,-1.39
0.57,1,-0.05,-0.38,-0.83,-13.44,-0.79,-1.29
0.57,1,-0.05,-0.38,-0.81,-14.42,-0.93,-1.44
0.57,1,-0.05,-0.38,-0.82,-14.40,-0.92,-1.67
0.58,1,-0.05,-0.38,-0.82,-13.02,-0.44,-1.74
0.58,1,-0.05,-0.37,-0.82,-12.98,-0.35,-1.98
0.58,1,-0.05,-0.38,-0.81,-13.76,-0.01,-1.85
0.58,1,-0.05,-0.39,-0.82,-14.26,-0.35,-1.77
0.59,1,-0.05,-0.38,-0.82,-14.24,-0.40,-1.61
0.59,1,-0.05,-0.38,-0.81,-13.63,-0.52,-1.50
0.59,1,-0.05,-0.38,-0.82,-13.13,-0.18,-1.46
0.59,1,-0.05,-0.38,-0.82,-14.35,-0.53,-1.34
0.59,1,-0.05,-0.38,-0.82,-14.34,-0.72,-1.16
0.59,1,-0.05,-0.37,-0.82,-13.63,-0.47,-1.50
0.6,1,-0.05,-0.37,-0.82,-13.15,-0.40,-1.37
0.6,1,-0.05,-0.37,-0.82,-13.63,-0.48,-1.69
0.6,1,-0.05,-0.38,-0.82,-14.32,-0.81,-1.85
0.6,1,-0.05,-0.38,-0.82,-14.31,-0.45,-1.78
0.61,1,-0.05,-0.38,-0.81,-13.40,-0.24,-1.67
0.61,1,-0.05,-0.38,-0.82,-13.18,0.18,-1.54
0.61,1,-0.04,-0.38,-0.82,-13.60,0.19,-1.52
0.61,1,-0.05,-0.38,-0.82,-14.31,0.11,-1.38
0.62,1,-0.05,-0.38,-0.81,-14.66,-0.11,-1.54
0.62,1,-0.05,-0.37,-0.82,-13.95,0.16,-1.60
0.62,1,-0.05,-0.38,-0.81,-13.02,0.67,-1.68
0.62,1,-0.05,-0.38,-0.82,-14.03,0.21,-1.68
0.62,1,-0.04,-0.38,-0.83,-14.63,-0.21,-1.80
0.63,1,-0.05,-0.38,-0.81,-13.60,-0.43,-1.76
0.63,1,-0.06,-0.38,-0.82,-13.02,-0.56,-1.59
0.63,1,-0.05,-0.38,-0.82,-13.93,-1.08,-1.16
0.63,1,-0.05,-0.38,-0.82,-14.63,-1.24,-1.27
0.63,1,-0.05,-0.38,-0.82,-14.45,-0.88,-1.39
0.64,1,-0.05,-0.38,-0.82,-12.93,-0.36,-1.64
0.64,1,-0.05,-0.38,-0.82,-13.92,-0.38,-1.84
0.64,1,-0.05,-0.38,-0.83,-14.27,-0.54,-1.96
0.64,1,-0.05,-0.38,-0.80,-13.96,-0.40,-1.87
0.64,1,-0.05,-0.38,-0.82,-12.95,-0.05,-1.74
0.65,1,-0.05,-0.38,-0.82,-13.02,-0.11,-1.78
0.65,1,-0.05,-0.38,-0.83,-14.20,-0.27,-1.53
0.65,1,-0.05,-0.38,-0.83,-14.56,-0.15,-1.29
0.65,1,-0.05,-0.38,-0.81,-14.37,-0.27,-1.31
0.66,1,-0.05,-0.37,-0.83,-13.66,-0.64,-1.25
0.66,1,-0.05,-0.38,-0.82,-12.92,-0.60,-1.28
0.66,1,-0.04,-0.38,-0.82,-13.78,-0.82,-1.43
0.66,1,-0.05,-0.38,-0.82,-14.34,-0.44,-1.61
0.67,1,-0.05,-0.38,-0.82,-14.37,-0.37,-1.63
0.67,1,-0.05,-0.38,-0.82,-13.09,0.05,-1.69
0.67,1,-0.04,-0.38,-0.81,-12.95,0.20,-1.75
0.67,1,-0.05,-0.39,-0.82,-13.84,0.08,-1.53
0.67,1,-0.04,-0.38,-0.82,-14.58,-0.02,-1.48
0.67,1,-0.05,-0.38,-0.81,-14.49,0.05,-1.61
0.68,1,-0.05,-0.37,-0.82,-13.56,0.44,-1.47
0.68,1,-0.05,-0.38,-0.82,-13.09,0.37,-1.57
0.68,1,-0.05,-0.38,-0.83,-13.97,0.12,-1.72
0.68,1,-0.05,-0.38,-0.83,-14.34,-0.11,-1.79
0.69,1,-0.05,-0.38,-0.83,-14.43,-0.40,-1.55
0.69,1,-0.04,-0.39,-0.82,-13.07,-0.32,-1.64
0.69,1,-0.06,-0.38,-0.81,-13.46,-0.63,-1.43
0.69,1,-0.05,-0.38,-0.83,-14.50,-1.02,-1.44
0.7,1,-0.05,-0.38,-0.82,-14.64,-0.92,-1.54
0.7,1,-0.05,-0.38,-0.82,-13.34,-0.74,-1.38
0.7,1,-0.05,-0.38,-0.82,-13.14,-0.60,-1.70
0.71,1,-0.05,-0.38,-0.83,-13.27,-0.44,-1.80
0.71,1,-0.04,-0.38,-0.83,-13.95,-0.44,-1.93
0.71,1,-0.05,-0.39,-0.82,-14.64,-0.31,-1.81
0.72,1,-0.06,-0.38,-0.82,-13.90,-0.15,-1.69
0.72,1,-0.05,-0.38,-0.82,-12.98,0.13,-1.66
0.72,1,-0.05,-0.38,-0.82,-13.34,0.11,-1.45
0.72,1,-0.05,-0.37,-0.81,-13.98,-0.37,-1.48
0.72,1,-0.05,-0.38,-0.82,-14.11,-0.58,-1.48
0.73,1,-0.05,-0.38,-0.81,-14.61,-0.56,-1.31
0.73,1,-0.05,-0.39,-0.82,-14.09,-0.66,-1.33
0.73,1,-0.05,-0.38,-0.82,-13.08,-0.38,-1.47
0.73,1,-0.05,-0.37,-0.83,-13.73,-0.34,-1.44
0.74,1,-0.04,-0.37,-0.82,-14.42,-0.22,-1.56
0.74,1,-0.05,-0.37,-0.82,-14.48,-0.13,-1.81
0.74,1,-0.04,-0.37,-0.83,-12.85,0.46,-1.90
0.74,1,-0.05,-0.38,-0.81,-13.97,0.27,-1.76
0.74,1,-0.05,-0.38,-0.82,-14.55,0.13,-1.69
0.75,1,-0.05,-0.38,-0.82,-13.84,0.18,-1.63
0.75,1,-0.05,-0.38,-0.82,-13.07,0.21,-1.47
0.75,1,-0.05,-0.38,-0.81,-13.53,-0.08,-1.49
0.76,1,-0.04,-0.38,-0.82,-14.37,-0.26,-1.54
0.76,1,-0.05,-0.38,-0.81,-14.21,-0.21,-1.40
0.76,1,-0.05,-0.38,-0.82,-12.94,-0.35,-1.75
0.77,1,-0.04,-0.39,-0.81,-13.27,-0.79,-1.79
0.77,1,-0.05,-0.37,-0.82,-14.37,-0.94,-1.62
0.77,1,-0.04,-0.38,-0.83,-14.44,-0.99,-1.70
0.77,1,-0.05,-0.38,-0.82,-13.26,-0.73,-1.51
0.77,1,-0.05,-0.38,-0.82,-13.25,-0.36,-1.66
0.77,1,-0.05,-0.37,-0.81,-13.86,-0.51,-1.45
0.78,1,-0.05,-0.38,-0.81,-14.55,-0.52,-1.52
0.78,1,-0.06,-0.38,-0.82,-14.10,-0.50,-1.47
0.78,1,-0.04,-0.38,-0.82,-13.12,-0.02,-1.46
0.79,1,-0.04,-0.38,-0.82,-13.00,-0.01,-1.66
0.79,1,-0.05,-0.38,-0.82,-13.48,-0.16,-1.51
0.79,1,-0.04,-0.38,-0.82,-14.17,-0.18,-1.85
0.79,1,-0.06,-0.38,-0.81,-14.59,-0.24,-1.67
0.79,1,-0.05,-0.37,-0.83,-13.15,-0.27,-1.48
0.8,1,-0.05,-0.38,-0.82,-12.92,-0.29,-1.57
0.8,1,-0.05,-0.38,-0.82,-13.58,-0.57,-1.33
0.8,1,-0.05,-0.38,-0.82,-14.38,-0.49,-1.32
0.81,1,-0.05,-0.38,-0.81,-14.15,-0.21,-1.36
0.81,1,-0.05,-0.38,-0.82,-13.24,0.05,-1.70
0.82,1,-0.05,-0.38,-0.81,-13.12,0.10,-1.85
0.82,1,-0.05,-0.38,-0.81,-13.09,0.28,-1.89
0.82,1,-0.05,-0.38,-0.82,-14.04,0.08,-1.79
0.82,1,-0.06,-0.39,-0.82,-14.41,0.18,-1.79
0.83,1,-0.05,-0.38,-0.82,-14.44,0.08,-1.49
0.83,1,-0.05,-0.38,-0.82,-14.11,0.07,-1.74
0.83,1,-0.05,-0.38,-0.83,-13.26,0.07,-1.66
0.83,1,-0.05,-0.38,-0.82,-12.96,-0.40,-1.48
0.84,1,-0.05,-0.38,-0.82,-14.18,-0.91,-1.38
0.85,1,-0.05,-0.38,-0.82,-14.64,-1.08,-1.40
0.85,1,-0.04,-0.38,-0.81,-14.19,-0.93,-1.34
0.87,1,-0.05,-0.37,-0.83,-13.27,-0.60,-1.64
0.9,1,-0.06,-0.37,-0.81,-13.00,-0.32,-1.65
0.92,1,-0.05,-0.38,-0.82,-13.60,-0.53,-1.66
0.95,1,-0.04,-0.38,-0.82,-14.42,-0.53,-1.62
0.96,1,-0.04,-0.38,-0.81,-14.21,-0.63,-1.54
0.96,1,-0.05,-0.38,-0.82,-13.10,-0.20,-1.63
0.96,1,-0.04,-0.38,-0.82,-13.09,-0.01,-1.53
0.96,1,-0.05,-0.38,-0.81,-13.95,-0.25,-1.42
0.97,1,-0.05,-0.38,-0.82,-14.62,-0.23,-1.53
0.98,1,-0.05,-0.38,-0.81,-12.87,0.02,-1.70
0.99,1,-0.05,-0.38,-0.82,-12.99,0.01,-1.47
0.99,1,-0.04,-0.37,-0.82,-13.69,-0.19,-1.50
1.0,1,-0.05,-0.38,-0.82,-14.40,-0.38,-1.68
1.0,1,-0.05,-0.38,-0.82,-13.63,-0.03,-1.65
1.0,1,-0.05,-0.38,-0.82,-13.21,-0.19,-1.66
1.01,1,-0.04,-0.39,-0.82,-13.49,-0.40,-1.49
1.01,1,-0.05,-0.38,-0.82,-14.56,-0.62,-1.33
1.01,1,-0.05,-0.38,-0.82,-14.29,-0.37,-1.48
1.01,1,-0.05,-0.38,-0.82,-13.42,0.04,-1.60
1.02,1,-0.05,-0.38,-0.82,-13.09,0.26,-1.86
1.02,1,-0.05,-0.38,-0.82,-13.57,0.57,-1.77
1.02,1,-0.04,-0.38,-0.82,-14.45,-0.04,-1.90
1.03,1,-0.05,-0.38,-0.82,-14.53,-0.11,-1.70
1.03,1,-0.05,-0.38,-0.83,-13.64,0.01,-1.72
1.03,1,-0.05,-0.38,-0.82,-13.02,-0.15,-1.66
1.04,1,-0.04,-0.37,-0.83,-13.53,-0.69,-1.52
1.04,1,-0.05,-0.38,-0.83,-13.85,-0.85,-1.32
1.04,1,-0.05,-0.38,-0.82,-14.34,-1.00,-1.44
1.04,1,-0.04,-0.38,-0.82,-14.59,-1.12,-1.49
1.04,1,-0.05,-0.38,-0.82,-14.34,-0.93,-1.54
1.04,1,-0.05,-0.37,-0.81,-13.38,-0.50,-1.63
1.05,1,-0.05,-0.38,-0.82,-13.04,-0.34,-1.65
1.05,1,-0.05,-0.38,-0.82,-13.15,-0.05,-1.70
1.05,1,-0.05,-0.38,-0.82,-14.53,-0.10,-1.47
1.05,1,-0.05,-0.38,-0.82,-14.47,-0.24,-1.37
1.05,1,-0.05,-0.38,-0.81,-14.12,-0.18,-1.31
1.06,1,-0.05,-0.38,-0.82,-13.12,0.05,-1.34
1.06,1,-0.05,-0.38,-0.82,-13.18,0.02,-1.42
1.06,1,-0.04,-0.38,-0.82,-13.69,0.14,-1.50
1.06,1,-0.04,-0.38,-0.82,-14.48,-0.30,-1.61
1.07,1,-0.05,-0.38,-0.83,-14.27,-0.36,-1.68
1.07,1,-0.04,-0.39,-0.82,-14.10,-0.44,-1.60
1.07,1,-0.05,-0.38,-0.82,-13.31,-0.37,-1.56
1.07,1,-0.05,-0.38,-0.82,-13.52,-0.30,-1.56
1.07,1,-0.05,-0.37,-0.83,-14.25,-0.39,-1.58
1.07,1,-0.04,-0.38,-0.83,-14.53,-0.26,-1.63
1.08,1,-0.05,-0.38,-0.82,-14.64,-0.20,-1.63
1.08,1,-0.05,-0.39,-0.81,-13.72,-0.01,-1.85
1.08,1,-0.04,-0.38,-0.82,-12.77,0.24,-1.78
1.09,1,-0.05,-0.38,-0.81,-13.51,0.20,-1.82
1.09,1,-0.05,-0.37,-0.82,-14.24,-0.18,-1.64
1.09,1,-0.04,-0.38,-0.83,-14.29,-0.38,-1.50
1.09,1,-0.05,-0.38,-0.83,-13.37,-0.27,-1.85
1.09,1,-0.05,-0.38,-0.81,-12.84,-0.13,-1.59
1.1,1,-0.05,-0.38,-0.81,-12.94,-0.47,-1.59
1.1,1,-0.05,-0.38,-0.81,-14.46,-0.82,-1.47
1.1,1,-0.05,-0.38,-0.82,-14.44,-1.02,-1.40
1.1,1,-0.05,-0.38,-0.82,-14.25,-0.85,-1.63
1.1,1,-0.05,-0.38,-0.82,-13.34,-0.63,-1.45
1.11,1,-0.05,-0.38,-0.82,-13.08,-0.50,-1.58
1.11,1,-0.05,-0.38,-0.82,-13.98,-0.53,-1.63
1.11,1,-0.05,-0.38,-0.82,-14.40,-0.21,-1.69
1.11,1,-0.05,-0.38,-0.82,-13.88,-0.07,-1.70
1.12,1,-0.05,-0.38,-0.82,-13.05,0.28,-1.54
1.12,1,-0.05,-0.38,-0.81,-12.94,0.36,-1.53
1.12,1,-0.05,-0.38,-0.82,-14.13,0.05,-1.52
1.12,1,-0.05,-0.38,-0.82,-14.54,0.02,-1.39
1.12,1,-0.05,-0.38,-0.82,-13.54,-0.21,-1.34
1.12,1,-0.05,-0.38,-0.82,-12.97,-0.25,-1.43
1.13,1,-0.04,-0.38,-0.82,-13.60,-0.40,-1.56
1.13,1,-0.05,-0.38,-0.83,-14.37,-0.47,-1.63
1.13,1,-0.05,-0.37,-0.82,-14.60,-0.31,-1.56
1.13,1,-0.05,-0.38,-0.82,-13.91,-0.12,-1.81
1.13,1,-0.05,-0.38,-0.82,-12.99,-0.06,-1.79
1.14,1,-0.05,-0.37,-0.82,-13.37,-0.15,-1.70
1.14,1,-0.05,-0.38,-0.81,-13.84,-0.11,-1.66
1.14,1,-0.04,-0.38,-0.82,-14.50,-0.01,-1.78
1.14,1,-0.05,-0.38,-0.82,-13.36,0.14,-1.53
1.14,1,-0.04,-0.38,-0.82,-12.98,0.05,-1.39
1.15,1,-0.04,-0.38,-0.82,-13.67,-0.18,-1.44
1.15,1,-0.05,-0.38,-0.82,-14.29,-0.46,-1.66
1.15,1,-0.05,-0.38,-0.81,-14.12,-0.61,-1.77
1.15,1,-0.05,-0.38,-0.82,-13.02,-0.31,-1.72
1.16,1,-0.05,-0.38,-0.82,-12.90,-0.43,-1.61
1.16,1,-0.05,-0.38,-0.82,-13.79,-0.44,-1.52
1.16,1,-0.05,-0.38,-0.82,-14.48,-0.73,-1.43
1.16,1,-0.05,-0.38,-0.82,-13.49,-0.60,-1.49
1.16,1,-0.04,-0.39,-0.82,-12.79,-0.46,-1.40
1.17,1,-0.04,-0.38,-0.81,-13.22,-0.50,-1.43
1.17,1,-0.04,-0.38,-0.82,-14.27,-0.39,-1.53
1.17,1,-0.05,-0.38,-0.82,-14.44,-0.33,-1.70
1.17,1,-0.05,-0.38,-0.82,-13.48,0.37,-1.80
1.17,1,-0.05,-0.38,-0.82,-12.98,0.48,-1.67
1.18,1,-0.05,-0.38,-0.82,-13.23,0.41,-1.66
1.18,1,-0.05,-0.38,-0.83,-13.86,0.06,-1.47
1.18,1,-0.05,-0.38,-0.82,-14.47,-0.18,-1.28
1.19,1,-0.05,-0.38,-0.82,-14.55,-0.21,-1.40
1.19,1,-0.05,-0.38,-0.81,-13.31,-0.22,-1.44
1.19,1,-0.04,-0.38,-0.83,-13.55,-0.31,-1.49
1.19,1,-0.05,-0.38,-0.82,-14.48,-0.56,-1.45
1.19,1,-0.05,-0.38,-0.82,-14.70,-0.56,-1.70
1.19,1,-0.05,-0.38,-0.81,-13.78,-0.43,-1.76
1.2,1,-0.04,-0.38,-0.82,-13.14,-0.07,-1.69
1.2,1,-0.05,-0.38,-0.82,-13.64,0.11,-1.67
1.2,1,-0.05,-0.37,-0.82,-14.26,-0.03,-1.53
1.2,1,-0.05,-0.38,-0.81,-14.57,-0.08,-1.60
1.21,1,-0.05,-0.38,-0.82,-14.10,-0.09,-1.75
1.21,1,-0.05,-0.38,-0.82,-13.01,-0.18,-1.60
1.21,1,-0.05,-0.38,-0.83,-13.30,-0.32,-1.50
1.21,1,-0.05,-0.38,-0.82,-14.44,-0.73,-1.62
1.21,1,-0.05,-0.38,-0.82,-14.08,-0.50,-1.45
1.22,1,-0.05,-0.38,-0.81,-13.63,-0.57,-1.49
1.22,1,-0.05,-0.38,-0.82,-13.03,-0.47,-1.64
1.22,1,-0.05,-0.38,-0.82,-14.02,-0.71,-1.67
1.22,1,-0.05,-0.39,-0.83,-14.51,-0.80,-1.60
1.22,1,-0.05,-0.39,-0.81,-14.35,-0.89,-1.56
