time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.51,1,0.05,0.34,1.09,-16.01,0.17,-5.99
0.51,1,0.05,0.33,1.10,-14.02,-0.34,-4.47
0.51,1,0.02,0.33,1.08,-13.23,-1.17,-1.26
0.52,1,0.03,0.36,1.09,-13.51,-3.20,1.30
0.52,1,0.03,0.33,1.10,-14.94,-2.53,0.63
0.52,1,0.03,0.33,1.09,-13.47,1.67,0.43
0.52,1,0.03,0.33,1.08,-13.24,2.21,0.47
0.52,1,0.03,0.34,1.09,-14.89,0.16,-1.34
0.53,1,0.05,0.33,1.09,-13.21,-1.42,-2.92
0.53,1,0.03,0.33,1.11,-12.42,-3.51,-3.42
0.53,1,0.05,0.35,1.09,-12.13,-4.12,-2.63
0.53,1,0.04,0.33,1.09,-14.82,-0.72,-5.00
0.53,1,0.08,0.34,1.08,-13.64,1.16,-5.69
0.54,1,0.07,0.33,1.07,-15.18,2.76,-6.90
0.54,1,0.06,0.34,1.09,-15.84,3.50,-6.30
0.54,1,0.05,0.33,1.09,-15.23,2.89,-4.76
0.54,1,0.04,0.33,1.08,-13.48,3.41,-3.01
0.55,1,0.04,0.33,1.09,-13.15,1.60,-0.66
0.55,1,0.04,0.35,1.09,-13.68,0.17,0.70
0.55,1,0.03,0.34,1.09,-12.42,1.11,2.28
0.55,1,0.03,0.34,1.09,-12.44,0.27,3.15
0.55,1,0.05,0.35,1.08,-14.05,1.63,3.55
0.55,1,0.03,0.34,1.09,-14.27,-0.04,3.02
0.55,1,0.03,0.33,1.10,-12.80,-1.12,2.15
0.56,1,0.04,0.33,1.09,-14.82,-2.82,-0.47
0.56,1,0.04,0.33,1.09,-14.81,-4.44,-1.65
0.56,1,0.05,0.34,1.08,-13.60,-3.97,-1.60
0.56,1,0.05,0.33,1.09,-13.56,-2.24,-0.98
0.56,1,0.07,0.34,1.08,-15.30,0.04,-1.54
0.57,1,0.05,0.34,1.09,-15.34,-2.00,-2.41
0.57,1,0.03,0.34,1.09,-13.60,0.44,-0.79
0.57,1,0.04,0.34,1.10,-12.99,1.12,0.28
0.57,1,0.03,0.33,1.09,-13.97,-0.87,-0.82
0.57,1,0.03,0.33,1.09,-14.18,-1.82,-1.92
0.57,1,0.03,0.33,1.09,-12.66,-1.57,-2.02
0.58,1,0.03,0.34,1.10,-13.14,-2.00,-2.53
0.58,1,0.04,0.34,1.09,-12.72,-3.15,-1.85
0.58,1,0.05,0.33,1.10,-13.82,-0.15,-4.45
0.58,1,0.06,0.33,1.08,-12.69,-1.39,-4.05
0.58,1,0.06,0.33,1.08,-14.86,-0.98,-5.75
0.59,1,0.07,0.34,1.08,-15.15,1.31,-6.29
0.59,1,0.06,0.34,1.09,-15.08,3.24,-6.39
0.59,1,0.04,0.34,1.09,-14.88,4.05,-4.89
0.59,1,0.05,0.33,1.10,-14.81,2.28,-2.73
0.59,1,0.04,0.34,1.10,-12.90,1.20,-1.03
0.6,1,0.04,0.34,1.09,-12.72,1.26,0.49
0.6,1,0.03,0.33,1.10,-12.85,1.69,2.73
0.6,1,0.03,0.35,1.09,-12.73,0.10,4.14
0.6,1,0.05,0.34,1.08,-13.01,3.61,3.70
0.6,1,0.04,0.33,1.09,-13.81,-1.83,4.05
0.6,1,0.05,0.34,1.09,-14.09,-1.50,1.24
0.61,1,0.04,0.33,1.09,-13.89,-2.38,-2.21
0.61,1,0.04,0.34,1.09,-13.15,-4.18,-2.35
0.61,1,0.04,0.34,1.08,-14.63,-3.36,-1.24
0.61,1,0.05,0.34,1.08,-14.50,-1.72,-0.14
0.61,1,0.05,0.34,1.10,-14.42,-0.34,-0.19
0.62,1,0.03,0.33,1.09,-13.88,2.15,-1.98
0.62,1,0.06,0.33,1.09,-14.34,-0.21,-3.50
0.62,1,0.03,0.33,1.09,-15.04,-1.15,-2.54
0.62,1,0.04,0.33,1.09,-13.63,-1.18,-0.88
0.62,1,0.04,0.34,1.09,-12.64,-1.50,-2.03
0.63,1,0.04,0.33,1.09,-13.39,-2.11,-2.02
0.63,1,0.05,0.33,1.09,-13.38,-1.77,-1.54
0.63,1,0.04,0.34,1.09,-14.18,0.99,-2.24
0.63,1,0.06,0.33,1.10,-12.40,-0.69,-3.02
0.63,1,0.05,0.34,1.10,-14.26,-0.67,-4.12
0.64,1,0.05,0.34,1.10,-14.60,-0.70,-5.21
0.64,1,0.07,0.34,1.10,-14.59,-0.20,-5.63
0.64,1,0.05,0.33,1.09,-14.72,1.40,-5.50
0.64,1,0.05,0.33,1.09,-15.98,2.37,-4.81
0.64,1,0.06,0.31,1.12,-14.10,1.65,-4.02
0.65,1,-0.02,0.31,1.09,-14.27,1.07,-2.77
0.65,1,-0.01,0.32,1.10,-16.34,-1.02,-1.26
0.65,1,-0.01,0.34,1.11,-9.30,-7.80,8.57
0.65,1,0.03,0.37,1.10,-9.63,-28.28,19.91
0.65,1,0.22,0.35,1.08,-12.47,-34.02,17.26
0.66,1,0.19,0.35,1.08,-13.43,-21.16,10.02
0.66,1,0.23,0.31,1.05,-12.47,10.00,-1.73
0.66,1,0.17,0.34,1.10,-15.52,-0.10,-2.44
0.66,1,0.16,0.34,1.10,-16.07,-1.97,-5.26
0.67,1,0.18,0.34,1.09,-12.94,-3.71,-2.94
0.67,1,0.17,0.34,1.09,-14.92,-6.95,-3.69
0.67,1,0.23,0.33,1.07,-14.22,-8.25,-5.28
0.67,1,0.14,0.41,1.12,-14.90,-7.16,4.85
0.67,1,0.15,0.32,1.11,-14.63,3.77,5.27
0.67,1,0.21,0.44,1.11,-11.71,-0.56,3.53
0.67,1,0.15,0.33,1.10,-16.39,-4.60,2.40
0.68,1,0.18,0.37,1.09,-12.21,-5.56,3.68
0.68,1,0.18,0.36,1.09,-14.48,-4.67,-1.27
0.68,1,0.21,0.33,1.08,-12.07,-3.91,-2.23
0.68,1,0.20,0.35,1.09,-8.63,0.15,-5.21
0.68,1,0.20,0.38,1.11,-12.60,7.24,-5.92
0.69,1,0.21,0.36,1.08,-12.24,18.37,-10.87
0.69,1,0.17,0.35,1.09,-11.61,32.58,-14.66
0.69,1,0.11,0.36,1.10,-17.11,44.20,-16.51
0.69,1,0.01,0.35,1.08,-19.65,55.10,-21.52
0.69,1,-0.10,0.31,1.09,-19.31,58.83,-22.21
0.7,1,-0.25,0.32,1.04,-21.24,51.95,-18.67
0.7,1,-0.30,0.30,1.02,-22.44,28.48,-10.31
0.7,1,-0.30,0.30,1.06,-15.57,-2.27,-3.44
0.7,1,-0.18,0.31,1.04,-10.98,-11.24,-7.61
0.7,1,-0.13,0.31,1.06,-8.31,1.14,-15.14
0.7,1,-0.18,0.31,1.04,-11.47,8.56,-10.53
0.71,1,-0.22,0.30,1.09,-16.83,3.57,3.60
0.71,1,-0.23,0.32,1.07,-15.63,-4.36,10.84
0.71,1,-0.18,0.29,1.07,-14.62,-10.75,0.05
0.71,1,-0.18,0.30,1.05,-12.36,-6.55,-10.32
0.71,1,-0.22,0.32,1.06,-13.66,0.32,-7.75
0.72,1,-0.23,0.33,1.06,-14.41,-4.44,3.65
0.72,1,-0.16,0.27,1.10,-19.29,-1.56,4.29
0.72,1,-0.19,0.33,1.08,-17.35,-5.33,-5.05
0.72,1,-0.21,0.29,1.06,-18.95,-10.64,-7.66
0.72,1,-0.17,0.27,1.05,-16.02,-1.34,-0.66
0.72,1,-0.17,0.31,1.08,-14.54,6.44,-2.92
0.72,1,-0.19,0.30,1.02,-15.38,8.94,-1.06
0.73,1,-0.18,0.29,1.06,-18.85,7.47,-6.21
0.73,1,-0.20,0.27,1.07,-18.04,4.38,-5.78
0.73,1,-0.20,0.27,1.06,-16.27,-0.01,-2.17
0.73,1,-0.21,0.28,1.05,-13.88,-5.69,2.93
0.73,1,-0.18,0.25,1.07,-8.32,-5.66,4.10
0.74,1,-0.18,0.24,1.04,-19.61,-7.09,-0.13
0.74,1,-0.14,0.28,1.04,-14.40,0.41,-1.65
0.74,1,-0.19,0.28,1.05,-12.71,2.44,-3.61
0.74,1,-0.19,0.26,1.01,-11.87,1.65,-2.54
0.74,1,-0.12,0.26,1.04,-14.82,3.61,-3.34
0.75,1,-0.14,0.29,1.04,-10.58,11.71,-8.46
0.75,1,-0.21,0.30,1.04,-5.92,12.59,-0.89
0.75,1,-0.26,0.28,1.09,-12.40,-7.14,15.55
0.75,1,-0.24,0.25,1.09,-13.04,-8.01,7.19
0.75,1,-0.20,0.27,1.10,-14.98,-6.35,-6.32
0.75,1,-0.19,0.28,1.06,-17.89,-1.98,-10.48
0.76,1,-0.19,0.29,1.09,-12.83,2.18,-6.26
0.76,1,-0.18,0.27,1.07,-11.76,0.92,1.49
0.76,1,-0.22,0.27,1.10,-12.97,3.63,3.07
0.76,1,-0.24,0.29,1.08,-13.21,1.33,5.08
0.76,1,-0.21,0.29,1.05,-12.96,-8.50,4.08
0.77,1,-0.19,0.25,1.06,-16.25,-7.97,0.90
0.77,1,-0.18,0.31,1.10,-16.90,-6.94,-0.90
0.77,1,-0.22,0.25,1.04,-13.16,-13.56,-3.98
0.77,1,-0.18,0.28,1.10,-12.96,-8.73,-8.10
0.77,1,-0.15,0.29,1.04,-16.75,0.85,-9.45
0.77,1,-0.18,0.27,1.13,-11.68,11.76,-5.22
0.78,1,-0.19,0.26,1.07,-15.25,12.87,-1.98
0.78,1,-0.22,0.27,1.07,-18.30,7.12,3.30
0.78,1,-0.21,0.22,1.04,-18.43,1.62,7.00
0.78,1,-0.19,0.26,1.02,-6.84,-2.32,7.69
0.78,1,-0.20,0.29,1.07,-9.88,-5.37,2.34
0.79,1,-0.19,0.31,1.09,-17.38,-5.80,-3.98
0.79,1,-0.19,0.27,1.08,-19.88,-4.84,-6.99
0.79,1,-0.20,0.24,1.11,-14.49,-4.53,-7.35
0.79,1,-0.17,0.26,1.07,-11.76,-5.11,-5.51
0.79,1,-0.18,0.27,1.09,-17.15,-1.92,-4.83
0.8,1,-0.17,0.25,1.09,-14.34,0.16,-2.82
0.8,1,-0.18,0.27,1.09,-12.40,0.06,-0.63
0.8,1,-0.17,0.27,1.09,-16.08,-2.71,-0.11
0.8,1,-0.16,0.27,1.07,-13.29,-4.33,-0.97
