time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.51,1,-0.42,-0.34,-0.70,-13.80,12.21,-5.21
0.52,1,-0.39,-0.38,-0.72,-10.08,-10.52,2.86
0.52,1,-0.35,-0.36,-0.74,-12.84,-5.75,3.21
0.53,1,-0.35,-0.36,-0.73,-11.44,-7.63,4.89
0.53,1,-0.36,-0.34,-0.73,-13.05,-4.47,0.90
0.54,1,-0.37,-0.35,-0.71,-11.79,2.15,-1.94
0.54,1,-0.39,-0.36,-0.72,-13.37,-0.09,-2.05
0.55,1,-0.40,-0.35,-0.72,-14.11,-2.79,-1.21
0.56,1,-0.41,-0.36,-0.72,-15.37,-5.67,-0.87
0.56,1,-0.42,-0.35,-0.69,-14.73,-7.82,0.18
0.57,1,-0.44,-0.35,-0.70,-14.05,-11.04,1.06
0.57,1,-0.46,-0.35,-0.69,-15.02,-14.81,1.34
0.57,1,-0.49,-0.35,-0.69,-17.17,-14.84,4.58
0.57,1,-0.47,-0.36,-0.59,-10.28,-19.40,1.11
0.58,1,-0.45,-0.34,-0.68,-11.89,-23.53,3.53
0.58,1,-0.44,-0.34,-0.66,-14.68,-22.07,5.31
0.59,1,-0.50,-0.35,-0.70,-19.67,-12.79,4.29
0.59,1,-0.46,-0.34,-0.62,-11.89,6.10,-7.18
0.59,1,-0.43,-0.34,-0.65,-11.86,5.81,-6.63
0.59,1,-0.47,-0.35,-0.66,-17.31,14.56,-5.53
0.6,1,-0.48,-0.35,-0.65,-16.05,18.24,-8.11
0.6,1,-0.56,-0.41,-0.71,-17.18,37.04,-19.94
0.6,1,-0.43,-0.30,-0.60,-12.31,26.93,-11.88
0.6,1,-0.50,-0.37,-0.71,-13.78,9.95,-5.08
0.6,1,-0.42,-0.35,-0.67,-15.35,5.24,-2.44
0.61,1,-0.43,-0.36,-0.69,-12.80,1.32,-0.39
0.61,1,-0.48,-0.37,-0.76,-16.53,0.70,8.15
0.61,1,-0.44,-0.35,-0.66,-12.64,2.50,-2.34
0.61,1,-0.41,-0.38,-0.72,-10.91,-7.44,6.24
0.61,1,-0.36,-0.35,-0.72,-11.15,-0.73,2.69
0.62,1,-0.35,-0.35,-0.73,-10.76,0.24,0.78
0.62,1,-0.37,-0.34,-0.73,-12.75,-1.40,0.62
0.62,1,-0.39,-0.35,-0.73,-14.56,-0.32,-2.44
0.62,1,-0.40,-0.35,-0.72,-14.09,-3.55,-2.54
0.62,1,-0.40,-0.36,-0.71,-14.15,-5.62,-2.73
0.62,1,-0.41,-0.35,-0.70,-15.54,-9.24,-0.94
0.63,1,-0.44,-0.35,-0.70,-16.86,-11.27,1.45
0.63,1,-0.45,-0.35,-0.69,-14.61,-8.90,0.17
0.63,1,-0.46,-0.35,-0.68,-13.08,-12.36,1.23
0.63,1,-0.50,-0.35,-0.69,-16.42,-14.26,2.73
0.64,1,-0.46,-0.34,-0.66,-10.61,-11.57,1.66
0.64,1,-0.44,-0.33,-0.67,-11.58,-17.18,1.26
0.64,1,-0.44,-0.34,-0.68,-15.34,-18.83,4.83
0.64,1,-0.43,-0.34,-0.66,-15.73,-15.02,4.11
0.65,1,-0.44,-0.33,-0.65,-13.08,-6.21,-0.34
0.65,1,-0.43,-0.30,-0.64,-13.62,5.61,-4.16
0.65,1,-0.47,-0.33,-0.67,-13.98,11.88,-3.63
0.65,1,-0.47,-0.34,-0.67,-14.02,19.54,-5.56
0.65,1,-0.58,-0.42,-0.72,-12.94,49.10,-18.40
0.65,1,-0.45,-0.37,-0.63,-15.42,26.48,-14.26
0.66,1,-0.46,-0.37,-0.72,-13.56,3.98,-1.08
0.66,1,-0.43,-0.36,-0.68,-15.31,8.66,-3.92
0.66,1,-0.42,-0.36,-0.71,-13.37,1.24,-0.39
0.66,1,-0.40,-0.35,-0.71,-11.86,-10.34,4.58
0.66,1,-0.31,-0.34,-0.70,-14.99,7.88,-2.35
0.67,1,-0.39,-0.32,-0.69,-11.89,13.92,-4.33
0.67,1,-0.46,-0.37,-0.72,-14.02,-5.90,5.64
0.67,1,-0.42,-0.32,-0.69,-12.53,-2.98,1.89
0.67,1,-0.41,-0.36,-0.73,-13.47,-3.22,0.02
0.67,1,-0.38,-0.35,-0.71,-13.73,-6.30,-0.31
0.68,1,-0.38,-0.35,-0.73,-12.94,-1.66,-3.08
0.68,1,-0.38,-0.36,-0.72,-14.34,-6.66,-1.78
0.68,1,-0.40,-0.35,-0.72,-14.82,-9.35,-0.49
0.68,1,-0.42,-0.35,-0.71,-15.63,-10.60,0.63
0.68,1,-0.44,-0.34,-0.70,-16.08,-12.36,0.45
0.69,1,-0.48,-0.35,-0.72,-16.19,-11.70,2.31
0.69,1,-0.47,-0.32,-0.68,-10.24,-11.31,0.69
0.69,1,-0.44,-0.35,-0.68,-11.73,-18.54,1.43
0.69,1,-0.44,-0.34,-0.66,-14.89,-21.14,4.08
0.69,1,-0.45,-0.34,-0.66,-14.75,-19.92,4.73
0.7,1,-0.43,-0.33,-0.60,-15.64,-5.40,-0.56
0.7,1,-0.49,-0.31,-0.66,-9.00,-0.12,-0.08
0.7,1,-0.45,-0.32,-0.67,-12.69,7.82,-4.76
0.7,1,-0.46,-0.34,-0.66,-17.43,12.70,-4.61
0.7,1,-0.47,-0.33,-0.66,-15.39,11.32,-3.50
0.7,1,-0.55,-0.37,-0.88,-11.69,29.22,-18.95
0.71,1,-0.43,-0.29,-0.62,-11.57,25.57,-11.36
0.71,1,-0.51,-0.36,-0.72,-15.26,8.71,-4.06
0.71,1,-0.42,-0.36,-0.70,-15.92,4.03,-2.35
0.71,1,-0.41,-0.35,-0.69,-13.44,-0.14,0.11
0.72,1,-0.42,-0.36,-0.71,-11.63,-12.85,6.10
0.72,1,-0.34,-0.35,-0.68,-11.63,6.51,0.71
0.72,1,-0.42,-0.35,-0.66,-10.94,11.27,-1.80
0.72,1,-0.49,-0.37,-0.75,-13.67,-10.85,8.89
0.72,1,-0.41,-0.33,-0.70,-13.11,-7.63,3.31
0.72,1,-0.39,-0.37,-0.72,-12.00,-4.95,1.46
0.73,1,-0.36,-0.36,-0.72,-12.40,-5.17,0.24
0.73,1,-0.37,-0.36,-0.72,-13.20,-4.50,-1.68
0.73,1,-0.37,-0.35,-0.73,-15.05,-4.77,-2.87
0.73,1,-0.40,-0.35,-0.71,-15.27,-8.53,-0.85
0.73,1,-0.42,-0.35,-0.70,-15.50,-10.19,0.44
0.74,1,-0.44,-0.35,-0.70,-15.43,-13.03,1.24
0.74,1,-0.46,-0.35,-0.71,-16.63,-10.89,1.79
0.74,1,-0.46,-0.34,-0.67,-10.81,-6.98,-1.27
0.74,1,-0.43,-0.35,-0.69,-10.81,-17.57,1.73
0.75,1,-0.43,-0.35,-0.69,-13.81,-19.34,4.01
0.75,1,-0.44,-0.35,-0.67,-15.33,-18.06,4.27
0.75,1,-0.44,-0.32,-0.65,-14.12,-13.05,1.25
0.75,1,-0.45,-0.33,-0.69,-15.56,1.60,-3.52
0.75,1,-0.47,-0.34,-0.67,-11.38,11.24,-2.45
0.75,1,-0.45,-0.35,-0.66,-14.88,21.76,-7.34
0.75,1,-0.46,-0.36,-0.71,-14.11,13.94,-5.15
0.75,1,-0.44,-0.30,-0.64,-13.28,25.32,-8.91
0.76,1,-0.45,-0.32,-0.64,-14.11,15.51,-6.92
0.76,1,-0.46,-0.35,-0.72,-9.33,2.66,-2.44
0.76,1,-0.41,-0.39,-0.71,-8.68,-1.17,-2.21
0.77,1,-0.41,-0.41,-0.72,-15.69,-22.08,12.54
0.77,1,-0.43,-0.37,-0.74,-8.37,-10.40,7.07
0.77,1,-0.39,-0.32,-0.68,-13.88,4.55,-2.96
0.77,1,-0.45,-0.34,-0.75,-16.47,17.61,-8.66
0.77,1,-0.40,-0.36,-0.76,-12.91,34.75,-20.32
0.77,1,-0.36,-0.38,-0.75,-20.03,41.40,-20.44
0.78,1,-0.31,-0.37,-0.78,-12.94,46.57,-20.63
0.78,1,-0.25,-0.36,-0.78,-8.38,41.07,-19.52
